0, 1
4, 1
7, 1
9, 1
10, 1
12, 2
13, 1
14, 1
98, 1
99, 1
105, 2
108, 2
111, 1
114, 1
120, 1
1133, 1
1134, 1
1135, 1
1140, 1
1143, 1
1144, 1
1145, 1
1162, 1
1163, 2
1164, 1
1170, 1
1182, 1
1249, 1
1251, 1
1254, 1
1256, 1
1271, 1
1273, 2
1275, 1
1281, 1
1283, 1
1289, 1
1290, 1
1291, 1
2046, 1
2047, 1
2048, 1
2049, 1
2051, 1
2052, 2
2053, 1
2055, 1
2056, 1
2057, 1
2058, 1
2089, 1
2133, 1
2138, 1
2139, 1
2140, 1
2141, 1
2152, 1
2153, 1
2154, 1
2155, 1
2159, 1
2160, 1
2161, 1
2164, 1
3038, 1
3039, 1
3040, 2
3044, 2
3045, 2
3056, 1
3061, 1
3062, 1
3063, 2
3143, 1
3144, 1
3147, 1
3151, 1
3152, 1
3153, 1
3157, 1
3158, 1
3159, 1
3160, 1
3165, 1
3166, 1
3167, 1
4022, 1
4032, 1
4034, 1
4035, 2
4040, 1
4041, 1
4042, 2
4051, 1
4052, 1
4053, 1
4079, 1
4148, 1
4149, 1
4150, 1
4166, 1
4168, 2
4169, 1
4171, 1
4172, 1
4173, 2
4176, 1
4184, 1
4995, 1
5001, 1
5004, 1
5005, 2
5006, 1
5012, 2
5013, 2
5020, 1
5022, 1
5029, 1
5158, 1
5160, 1
5161, 1
5162, 1
5166, 1
5168, 1
5169, 1
5171, 1
5177, 2
5178, 1
5180, 1
5190, 1
6006, 1
6016, 1
6017, 1
6028, 1
6047, 1
6049, 1
6050, 1
6056, 1
6057, 1
6064, 1
6067, 1
6074, 1
6075, 1
6166, 1
6167, 1
6168, 1
6171, 1
6173, 1
6178, 1
6180, 1
6182, 1
6184, 1
6188, 1
6190, 1
6191, 1
6192, 1
7007, 2
7009, 1
7010, 1
7033, 1
7054, 1
7055, 1
7056, 1
7083, 2
7084, 2
7148, 1
7149, 2
7150, 1
7151, 1
7158, 1
7159, 1
7160, 1
7161, 1
7168, 1
7170, 1
7172, 1
7174, 1
8005, 1
8006, 1
8007, 2
8013, 1
8015, 1
8016, 1
8017, 1
8019, 1
8020, 1
8021, 2
8023, 1
8166, 1
8176, 1
8177, 1
8179, 1
8186, 1
8191, 1
8193, 1
8194, 1
8196, 1
8203, 1
8204, 1
8205, 1
9010, 1
9016, 1
9017, 1
9019, 1
9020, 1
9023, 1
9024, 2
9025, 1
9032, 1
9033, 1
9034, 1
9042, 1
9168, 1
9169, 1
9172, 1
9180, 1
9181, 1
9182, 1
9184, 1
9190, 1
9193, 1
9194, 1
9195, 1
9202, 1
9204, 1
10032, 1
10034, 1
10038, 1
10045, 1
10048, 2
10052, 1
10053, 1
10054, 2
10104, 1
10105, 1
10114, 1
10216, 1
10217, 1
10231, 1
10233, 1
10235, 1
10237, 1
10239, 1
10242, 1
10247, 2
10249, 1
10255, 1
10257, 1
11033, 1
11034, 1
11037, 1
11048, 1
11052, 1
11054, 1
11055, 1
11061, 1
11065, 1
11071, 1
11072, 1
11078, 1
11082, 1
11193, 2
11194, 1
11196, 1
11197, 1
11209, 1
11210, 1
11212, 1
11215, 1
11219, 1
11220, 1
11221, 1
11224, 1
12027, 1
12031, 1
12034, 1
12036, 1
12041, 1
12043, 1
12045, 1
12046, 1
12050, 1
12053, 1
12054, 1
12055, 1
12065, 1
12257, 2
12258, 1
12260, 1
12263, 1
12272, 1
12276, 1
12277, 1
12278, 1
12285, 1
12287, 1
12290, 1
12292, 1
13036, 1
13038, 1
13043, 1
13044, 1
13051, 1
13052, 1
13053, 1
13055, 1
13064, 1
13065, 1
13067, 1
13069, 1
13072, 1
13231, 1
13234, 1
13235, 1
13239, 1
13241, 1
13243, 1
13253, 1
13254, 1
13256, 1
13257, 1
13263, 1
13264, 1
13265, 1
14066, 1
14071, 1
14073, 1
14074, 1
14085, 2
14086, 1
14087, 1
14105, 2
14128, 2
14260, 1
14262, 1
14267, 1
14268, 1
14270, 1
14274, 1
14275, 1
14278, 2
14279, 1
14280, 1
14282, 2
15042, 1
15044, 1
15052, 1
15053, 1
15055, 1
15056, 1
15062, 1
